user_id,name,tenure,total_transactions,estimated_clv
60a32d25575948a9a40d014a9e4e0692,"Gambo Shehu",18,6,2600
7da57e6a2bd641708c5e02b304ebaac0,"Gambo Shehu",19,8,2526.32
ad26328886624ee0b95ee53fbc5f5b62,"Gambo Shehu",19,6,2526.32
be955daa1d864ac6b4c0506e1d362fbf,"Gambo Mohammed",19,8,2526.32
e5fe34c6cb2049a0ae437cacbac8defb,"Garuba Shehu",24,8,2500
0c97c6625f2e44488be86311ba19f48e,"Self Work",10,2,2412
d510705f517d4875a1ceb7fb8b891eed,"Khose Dania",25,30,2404.8
0ab451de84044ebc947550b47e5c2499,"Jersey New",20,10,2400
65bae8d55a35479199bd529e7da5bcd7,"Timothy Olanrewaju",5,1,2400
89a6d468d86641afb7e03c18720ddbcf,"Gory Bridgerton",20,18,2400
cdf4a8d348974494b6f37ffe271315ab,"E Don Do Me Lai Lai",5,1,2400
d6f45344ee554e5787fa5c0c905710c9,"Garuba Anagbogu",25,10,2400
e7572705b3664ddaa86f2c8e20c510ed,"Garuba Mohammed",5,1,2400
f0556bfa76ba4b6eba9a0723c6859ac4,"Tas Lim",20,24,2400
fd9363c338b14870826056cf18feb662,"Khose Grillo",5,1,2400
f506421dcabe4b5eac5c4d765e03e743,"Dollar Test",20,1,2284.62
690bdd868e794edaab34492bde33da54,"Haha Yams",5,1,2280
997667e5b2814d199f977586de50fe4c,"First name Last name",9,4,2268
01b6220d3c924888921599effa2142a1,"Tas Lim",18,10,2240
e9c72bb4b7564fe1838fb6ee0859d6b6,"Tas Qaaa",44,3,2181.82
21826651f06946fd96b62bb67ec875e8,"Ibrahim Olubiyi",20,9,2100
bda57747dda34ea49d86b2c50ab4e400,"Web Insta1",20,8,2100
c71b29fb83e541dea7a03dd3abb1268d,"Ibrahim Olubiyi",18,8,2100
5cd31a65c47d46d7b047296c1caa3796,"Obi-Wan Kenobi",29,14,2073.1
92e375aa763a49ef844061439ec65879,"Heitinger Putin",37,21,2052.97
190824459f654bc493c6ea623003aa2e,"Obi-Wan Kenobi",31,2,2012.9
72381a3635b6436cbad2dd5d3f73d912,"Webber Nester",3,1,2000
a45632518e02465aa2376f5c6f8835f6,"Gambo Mohammed",19,6,1957.89
f08914c45cd24da38692eb4824fae681,"Obi-Wan Kenobi",31,2,1939.35
14128cdf40bb4385b7823494e7cdeba3,"Yami Tomato",53,55,1935.85
a19e319edd3745798613211abb7a2f6e,"Esther6 Omikunle",31,25,1918.32
a013207d7f9d4ce980d3ccb7a5d26f34,"Gambo Sigma",11,3,1854.55
f6ea7c01a4984bdf91b412e7c2042c27,"Tas Lim",26,8,1846.15
69bdd658e63b41db83acd5ade2b64271,"Heitinger Leipzig",38,6,1818.13
0e4cf48f5dc74366b955abe88c6dc77f,"Quantity Surveyor",20,3,1809
2273aa50c6bd4eac927948254b31ab83,"Great Woman",20,2,1800
3a2b63a459c3480aa9f308b8a9933119,"Penelope Bridgerton",20,3,1800
3fd8e9e3b7664d9f8029fab8f2f8c724,"Garuba Sigma",20,1,1800
76703cd2b13c44c3be2d8f9ed31ae890,"Michael Onariome",5,3,1800
9eec28fa842e4b499fd204feb789cfbf,"Garuba Shehu",20,1,1800
89231801f5ad4531a7d183d7ca85f0bc,"Obi-Wan Kenobi",31,10,1757.42
16ff36720c4540d4ae7272d042b7423e,"Tas Lim",18,2,1671.67
5f60564e5ecc4fe080d9b24e1af0cbfb,"Einstein Yunusa",18,1,1666.67
338038eb792e4163bb2fbfbc1859b1d7,"Tas Lim",22,8,1636.36
3993dd844ec54bc2ba1d0fbcd9b66faa,"Uchenna Obi",19,11,1590
30344b6361d04175bc63ffc1e75b86f3,"Tas Lim",25,2,1584
94da4cf1314b4b6ca55d7780d618d4af,"Gambo Shehu",19,9,1578.95
78533ddb2f5d4b479bd0f950c2b23f97,"Garuba Mohammed",10,3,1560
2d0ec450f70846f2ba4519f85aaffbf1," ",24,1,1500
a8a4d86e901143eba0f598013d570bc2,"Andy Andy",19,8,1458.95
ac0701586dfc46dfb8bcf0523bdddf5f,"james blunt",38,14,1421.05
78d4c734bd824f868c3a57d8bda56b0f,"Omokhose Dania",34,14,1341.18
26ad7ab087254b76b9c36a02d856b0b9,"Chinonso Anagbogu",47,3,1281.7
0bc2cc5433df4e58a909831c61dc37dc,"Ope Peters Pete",47,1,1276.6
c67e33d9db854e77add48c8fb943ff1a,"Nuji Juhla",5,1,1272
03f359c97eb0483fa1ae8fa838dd22a8,"Tas Lim",18,9,1266.67
330613e2f25448a4b42724962f28311a,"Taslim Oseni",19,2,1263.16
87d909f0f56b4b918c8261457806be07,"Tas Lim",19,2,1263.16
afe850adb07b4daeaa21d300671e7877,"Product Manager",20,2,1209
332554ce4d5b42118258fe986cc4a672,"Gambo tgrrt",10,1,1200
f5722dc1fba44a01b6b58f29b41cf2b2,"Yami Nnew",5,1,1200
fd947ba1f47a490c8b778db7dd2fa472,"Gambo Shehu",10,3,1200
8eadb8e605a548bbbbac26529afa5914,"Tas Lim",18,2,1133.33
57b8d18ec51e4987a3482b51124f270f,"First name Last name",11,1,1090.91
b3ac874c0fa54cc0ae98b333fc0b8524,"First name Last name",11,1,1090.91
d9cc4426225447cf94c9cc23d45a7208,"First name Last name",11,1,1090.91
e0a9571395414705ab19e2c672268f2b,"First name Last name",11,1,1090.91
4e76767682a84705a34cdc831db9b889,"Tas Lim",18,2,1082.67
f7e6a72d9bbe4e31a24d2be7d17df747,"First name Last name",9,2,1077.33
12436e9fe1d94251afca9f468522a920,"First name Last name",9,1,1066.67
add41d53747e49fb8156b84794a158f4,"First name Last name",9,1,1066.67
fc2268ceb39240739e198ff5f243f922,"Obi David",45,8,1045.33
9dda725169f745a09b23f7794a3caf6f,"Yami HNI",12,1,1000
93a3314a2c4c4298a5721d83a3c9d74b,"Daniel Coker",25,3,964.8
40cc50c238e447959454d0ea94a9ede4,"Yami halalal",5,2,960
f67539330d5f44bb955bc253066f8b6b,"Gambo Shehu",19,1,947.37
d0aea37108bd436eac9b01fb02c5e6a8,"Kizito Isifeh",26,1,923.08
941ac79d0e4e42ebb39e7050a9aa9dbe,"Omokhose Dania",31,3,870.97
faa2c0a85e2742d5ac86eb0a9d45d090,"Garuba Mohammed",5,1,829.2
69f35e290f6644e295057ccc445237eb,"Gracie Ashama",33,2,732.73
bff15e01f4ab426281c6396ab00a3d89,"Testing Signup",33,1,727.27
18172ed6099b4a448b4d589c0c7744e6,"Tas Lim",18,1,666.67
6a8d98655ea24dee9b36e7dda3cfbb5e,"Obi-Wan Kenobi",27,12,666.67
b671c93426234e20b5967f266f08a585,"Abdulrahman Solanke",36,1,666.67
44a307905e8741aca5f60151dc6d7f7e,"Web Duo",21,19,634.29
328c6ebf40294d99aed11dad5e5a36f0,"Great Spinner",19,8,631.58
d0d841e46a5b4f15a6a06a318b866e2c,"Circle Staging",19,1,631.58
ff0f59eaee7247a998ce4c34b5bff6d2,"Obi-Wan Kenobi",29,2,620.69
2071c8b49fc74fba9d4ddf3c2bbddc86,"Seed Offering",20,1,609
6354c59e8ea745bbbb91e7eac8106290,"Happy James",20,1,609
940d9291f4064f098fdeb824d00e219d,"Gambo Sigma",20,1,609
33a4f53e233a45d6882a99ade22c3be6,"Tas Lim",20,1,600
a70abedfef9b47178357a43c54b998fc,"frer Shehu",18,1,600
b2dd9ebf4bce42beb25f84a6d3121d27,"Gambo Mohammed",10,1,600
c988a364f2164aa382773efadb8ba034,"Sandy Cheeks",20,1,600
d0edadbff9f24997b0767ecc87ea0ef3,"Cece Winans",20,1,600
e1332c8c606a41f2bbbfa1f47f1ab5ab,"ewe Shehu",10,1,600
fcc798a462f9419eabd48ceba3ea69b4,"The Emperor",20,1,600
fa5455279b1b451a91f7f3f250842c32,"iOStest Apple",20,1,566.61
4d46ce98c9c04f61a41fca5e1df3df0e,"Test Save",22,1,545.45
8a60458e54a04fc6a94132c5ef0a38e5,"Gambo Shehu",11,1,545.45
c7ac99beff3a48f1bebf27a48dd8e4ba,"Gambo Mohammed",19,8,535.91
9ed609b5b40442558bf4c48b605c0120,"Garuba Shehu",23,1,521.74
164f965ecafa4b1d8632b9040c7c72c1,"Sandy Cheeks",24,2,505
3a32a6863fe3494d8389f6e9e58d9ce1,"Festus Iyere",47,6,500.4
2d1169ab58b7415091ffaf8b00b3ac41,"Gambo Mohammed",18,1,500
ae0c24eb6d974982abf6dd0c9ad4895a,"Obi-Wan Kenobi",29,7,496.55
557b03aa8d974c4a8a6efa99629a876b,"Esua Ekpo",25,1,480
75e1ffe8dd1e4093b3e30009994aa957,"Tas Lim",18,1,473.67
2a4982bf3c9241cb8c655e3276dbed63,"Awo Tim",18,2,473.33
75f5267d48ee4b32ab3edec5d671a7f4,"Marinella Pinate",38,4,436.85
581c2378d8a44ccd962832044d7a0e5c,"Obi-Wan Kenobi",29,2,417.93
3f9dec34cbff49728c09b5f4e4f4a1d1,"Obi-Wan Kenobi",31,1,387.1
0acb36179fee4ae4819fd9787d264587,"Timo8 Obeisun8",18,2,340
fcee7c73294e45b09f84e8ac4f25a95e,"Jude Tim",18,2,340
e3d551981ce9440c9b66c595da029716,"Tas Lim",18,1,338.33
8d02b935a8b342c287c333a8e1ebf2a1,"Tas Lim",18,1,333.33
a8587c53e8a5419c9272505397553e0d,"adebiyi grillo",9,1,333.33
d23d6e0a129445089b34bdd27d4a9198,"Gambo Mohammed",18,1,333.33
48ff75653b5f4c96b0d74f9630bd9921,"Okay Okay",19,2,322.11
61d1cd1055bb4127be96b0e6dc20280b,"Grace Ashama",38,1,315.79
78b7c2ba3ce740b69068ae5ac9c3016d,"Vladmir Phelps",37,1,291.89
5b2f8e952c2f4f2ba1d6e78d9d89a074,"VVera Wwang",21,2,291.43
19d8351119824b308f07bca1921a7a8a,"Garuba Shehu",10,1,281.28
6d132068480e4dac9a180060e16edf8f,"Yami halal",5,1,240
c48f67e92df4433796d5196a8cdc0e97,"E No Easy Wow",5,1,240
92b1d35bd0a94cc5914c0cf2177fed90,"Francis Momoh",50,5,228.58
d85f1b279bcf4ea9921b6ac9a1f9712b,"Timothy Olanrewaju",53,2,228.11
e433cf8a5ec74ac595ec0f63a5fda6f9,"Faith Abubakar",25,2,196.8
d9565808e6eb49bbb83c2bfe210e54d8,"Gambo Mohammed",18,1,193.33
caf5e77509f042f3b4fc4fdbfbc35ee1,"Garuba Shehu",20,3,180
0a74a3fc84034184b9d2bf65f6f39dee,"Adebiyi Grillo",18,1,166.67
b7fb1e36fbe146609ba67cc386f11781,"Trent Arnold",18,1,166.67
020b9de07095406bba54db965dc5f717,"temi ade",37,99,162.16
259320b5d999497abe06b473a2a736e5,"Gambo Shehu",19,2,126.32
69247b99aa864a56869ed5db8a92eb6a,"Timothy Olanrewaju",48,1,125
fcb90d090c6c47fb93e7f2f0850446e2,"Garuba Shehu",20,2,120.9
515d449a8fd04d3b8daac58f75353900,"Tomiwa Ajayi",1,4,120
76726dbac01043998c00b058f82696bb,"Heitinger Chucks",37,1,107.77
fbfe865e97744a4e822295996fa20080,"Jigan Skream",37,1,105.15
c83c5672ae4d4406833a8c48255ef7b2,"Reggae Ferran",37,1,104.53
8a16a000fd8f412a89de356de94a5dd5,"Killiman Jaro",46,36,83.48
6cdcb20e12bf46e3a4903034e3bdf8a5,"ewe Sigma",20,1,60.9
1837a33bb09543d28e77a399cba98b26,"Gambo Mohammed",20,1,60
5bde615a9b4a45069eb50f373fd667a4,"Garuba Sigma",20,1,60
7ce70b16612d498193a21c87821f0867,"NotCw Nestee",3,1,40
cff53be3c9b249198b5d3783e7faa62d,"ade grillo",33,2,40
e874302bd21a4376a56d8321d0fe1567,"Gracy Ashama",33,2,40
dbf37a9a3e6d46768e861fddc2c75669,"Self Uhi",10,1,12
7b1a2638d2324431a0f5d2e92c6e7bf7,"Dara Test",24,2,10
9972df01e2ff4211b74a3605c8ac3a16,"Tim Othy",19,1,6.32
ac568668ebc74b09a08e840c8ec98967,"Esther ETets",19,1,6.32
f403ea2942c04900952c23f898df8ea7,"Main Diy",20,1,6
1c03d00f9a754e64be540387b9d39e57,"Partner Duo",21,1,5.71
5fbc7e02c3d44b54b21229f5ffb86629,"Duo Test",22,1,5.45
8bdf18624bba4ef482cc24bd69198351,"Tas Lim",22,1,5.45
4adc43f9dc2646718ff55cbe3f10b51e,"Yarmirama Ashama",25,118,4.8
6480fc26bb3b4889a3b3565137c6f305,"temi ade",25,10,4.8
718feb8f08b243c591b4089e17fbc97a,"Kay Money",25,1,4.8
b1e0b8c83e3e41699edd9ce123f79e4c,"Obi-Wan Kenobi",29,1,4.14
7bf91729971e4887843f3c8f38d0ac15," ",31,1,3.87
6c93a7cf56d54b03853695956636e14c,"temii Adebiyi",37,293,3.24
b16affe7345f4f8a93383fdc10545502,"Grace Ashama",37,1,3.24
b13bc0d6cb6c41eca7f15a9ecce1de38,"Pater Zinc",38,2,3.16
b9c4a64c2cea44a9995049e3280c859d,"Banglor Shimmer",38,2,3.16
2078d5180a3c4ae991dcf80a9b4c67c2,"Temi Tayo",9,2,2.93
4583504b689448509749262ba8c0411c,"Testing iOS",43,1,2.79
e89241495a6746128b9302a9b9deb51d,"Test This",43,1,2.79
acaf3649e2be4bc19188e9e096dd63f9,"Temi Test",9,1,1.33
10f2447e17a34611ab6f1df7a6e65b03,"weewf dewe",10,1,1.2
98a5ec04185f4e0699951218ec40ebb5,"Aniowo Chinedu",10,1,1.2
d126e9f1914c40fa945937a9bd72ddba,"Adebiyi Emmanuel",2,1,0
